state,sex,age,educ,hisp,racecmb,relig,income,hh1,party,partyln,ideo,q2,q1,q55,q56
20,1,76,4,2,1,1,6,2,1,,3,2,2,4,3
28,1,35,6,2,1,13,5,3,1,,2,2,2,3,3
13,2,41,1,2,1,1,1,4,3,9,4,2,2,4,3
22,1,53,5,2,1,12,7,2,1,,3,2,2,4,9
29,1,51,6,2,1,1,9,3,1,,1,2,2,4,3
13,2,20,3,2,2,1,5,4,2,,5,2,1,4,1
48,1,66,5,2,2,1,2,1,2,,3,1,1,3,1
48,1,23,3,2,3,7,4,3,2,,3,2,1,3,2
51,2,62,5,2,3,1,8,1,3,9,2,2,2,3,3
40,2,47,5,2,2,1,4,1,2,,2,2,1,3,3
18,2,40,8,2,1,2,9,3,2,,3,1,1,2,1
36,2,27,6,2,1,2,3,3,2,,4,2,1,9,3
22,2,60,6,2,2,1,8,2,2,,5,9,1,2,3
17,1,22,6,2,1,11,6,3,3,2,3,1,1,3,1
28,1,26,3,2,1,1,6,4,1,,3,2,2,3,3
22,2,55,4,2,1,1,8,2,1,,2,2,2,3,2
26,1,21,4,2,1,10,7,4,3,2,3,1,1,3,3
29,2,22,3,2,1,11,5,3,3,9,9,2,1,4,1
8,2,25,8,2,1,12,1,2,2,,5,2,1,3,1
9,1,40,4,2,1,2,9,2,3,1,3,2,2,4,3
27,1,34,6,2,1,1,9,1,3,1,2,1,1,3,3
48,2,74,4,2,2,1,5,1,2,,3,1,1,4,1
1,2,60,6,2,1,1,7,5,3,9,3,2,2,4,2
42,2,52,8,2,1,4,7,4,3,1,2,2,2,3,3
19,2,25,6,2,1,1,7,2,1,,3,2,2,2,3
31,1,25,3,2,1,13,4,1,3,2,3,2,1,4,3
37,2,42,6,2,1,12,9,2,3,1,3,2,2,4,3
4,1,57,3,2,1,13,6,2,1,,1,2,2,4,3
48,1,30,6,2,1,1,6,2,3,1,1,2,2,4,2
18,2,21,3,2,1,12,5,3,3,1,5,1,1,3,3
41,2,69,4,2,1,2,4,2,1,,3,2,2,3,1
6,1,36,4,2,1,10,8,4,1,,2,2,2,4,3
37,1,47,4,2,1,2,3,3,3,2,3,2,2,4,3
39,2,55,5,2,1,1,8,2,1,,1,2,2,3,1
51,1,23,9,2,2,4,10,6,3,1,4,1,9,3,1
48,1,31,4,2,3,2,2,4,3,1,2,2,2,4,1
6,1,19,3,2,1,12,7,4,1,,2,1,1,3,3
53,1,54,6,2,1,2,7,2,3,1,3,2,2,4,2
39,1,32,6,2,1,12,10,1,3,2,2,2,1,4,3
41,1,42,3,2,1,10,6,3,3,1,2,2,2,3,3
40,2,27,4,2,1,1,5,4,2,,3,1,1,4,1
6,1,64,5,2,1,1,2,2,2,,3,2,1,3,1
53,1,18,3,2,1,13,10,4,3,1,3,1,1,3,3
6,1,58,3,2,1,3,9,1,1,,2,2,2,4,2
42,1,54,3,2,1,12,8,3,3,2,3,1,1,2,3
12,2,68,6,2,1,1,3,1,3,2,3,2,2,3,3
42,1,28,8,2,3,8,6,2,3,2,4,2,1,3,1
1,2,34,8,2,1,1,8,2,2,,4,2,2,4,3
18,2,24,6,2,1,11,3,6,4,2,5,2,1,2,3
51,1,73,8,2,1,2,9,2,3,2,3,1,1,2,9
22,1,67,4,2,1,2,5,2,1,,2,2,2,4,2
12,1,60,6,2,2,1,7,2,3,2,2,2,1,3,3
12,1,22,4,2,2,13,10,1,1,,3,9,9,3,1
51,2,21,4,2,1,1,4,2,1,,3,9,1,3,3
24,2,24,8,2,1,1,3,2,4,9,9,2,9,4,3
27,1,65,6,2,1,12,6,2,2,,3,2,1,3,1
55,1,45,1,2,1,2,1,2,1,,2,1,2,4,3
55,1,24,6,2,1,6,10,2,1,,4,2,1,3,1
29,2,18,3,2,5,12,2,9,3,1,3,2,2,4,2
1,1,27,3,2,1,1,4,3,3,1,3,2,2,4,3
47,2,24,3,2,2,1,3,1,2,,4,1,1,3,3
8,2,64,8,2,1,11,3,2,3,9,3,2,1,3,1
5,1,84,2,2,1,1,10,1,1,,2,2,2,4,9
29,1,20,4,2,1,12,8,5,3,2,3,1,1,3,3
48,2,84,4,2,1,1,5,2,1,,1,2,2,3,2
1,1,35,4,2,1,12,4,1,3,2,3,1,1,3,1
48,1,31,6,2,2,13,8,6,3,9,3,2,2,4,2
27,1,20,3,2,1,2,1,3,3,2,3,1,1,3,3
48,1,23,3,1,4,13,4,7,3,1,3,1,1,3,1
25,1,53,6,2,1,12,7,4,3,2,9,1,1,3,3
12,1,24,4,2,1,12,3,2,3,9,2,9,9,4,3
36,1,24,5,2,1,1,6,3,2,,4,2,1,4,3
36,2,75,3,2,1,1,3,2,1,,3,2,2,4,3
9,1,43,6,2,2,6,2,2,3,2,2,1,1,2,3
6,2,42,4,2,2,10,4,3,2,,5,9,1,3,9
8,2,61,6,2,1,1,3,1,2,,3,2,1,3,1
40,1,31,5,2,4,1,3,2,2,,2,1,9,3,3
4,2,35,6,1,1,12,7,1,9,9,4,1,1,3,3
6,1,34,3,2,4,12,6,6,3,2,2,1,1,4,3
19,2,19,4,2,1,13,2,2,1,,3,2,9,4,3
6,2,41,4,2,1,12,8,3,3,1,3,2,9,2,1
6,1,99,8,2,9,11,10,9,5,9,9,9,1,9,9
6,1,38,3,1,5,2,6,4,2,,2,9,2,3,3
41,1,40,3,2,1,12,4,3,1,,3,2,2,3,3
53,1,53,3,2,1,12,5,2,3,2,3,2,2,3,2
6,2,21,3,2,1,12,10,5,4,9,9,9,9,9,3
29,2,69,4,2,1,1,4,2,1,,2,2,2,4,9
48,2,62,4,2,9,12,10,1,9,2,2,1,9,3,1
47,2,46,6,2,1,1,6,2,2,,3,1,1,2,3
19,2,75,3,2,1,1,6,2,2,,5,1,1,2,1
17,1,54,7,2,1,1,6,2,2,,4,1,1,2,3
20,1,20,5,1,4,13,7,5,1,,2,2,1,4,3
42,2,25,6,2,1,3,3,1,4,1,3,2,2,3,3
15,2,78,8,2,1,1,2,1,2,,5,2,1,3,1
15,1,32,6,1,4,12,7,3,3,2,5,2,1,4,3
6,1,53,1,1,5,2,2,8,3,9,2,2,2,3,3
32,1,26,3,1,5,9,5,2,3,2,5,1,1,2,1
39,1,22,6,2,1,9,8,1,3,1,1,2,2,4,2
13,1,67,5,2,1,1,8,2,3,2,3,2,1,3,3
12,2,41,6,2,2,12,6,4,2,,4,2,1,3,3
39,1,40,7,2,1,2,7,2,2,,1,2,2,4,3
37,2,55,4,2,2,13,2,1,2,,4,1,1,3,1
37,1,26,3,2,1,12,2,3,3,1,2,2,2,4,2
39,1,23,6,2,4,2,4,2,2,,3,2,1,4,2
37,1,25,5,2,1,13,6,1,1,,2,2,2,4,1
51,2,38,6,2,2,1,4,2,2,,3,2,1,3,3
37,1,63,4,2,1,1,6,3,1,,2,2,2,4,3
13,2,49,8,2,1,1,7,3,1,,1,2,2,4,2
42,2,52,6,2,4,12,5,1,3,2,4,9,1,3,1
42,1,60,6,2,1,7,5,1,3,2,4,2,9,4,3
12,1,60,3,2,1,12,8,2,2,,4,1,1,3,3
8,1,36,8,2,1,10,6,2,3,9,5,9,2,3,1
12,1,58,6,2,1,9,8,2,2,,4,1,1,2,1
13,1,63,3,2,2,1,3,7,2,,4,1,1,3,1
24,1,72,6,2,1,10,2,1,3,1,1,2,2,4,1
51,2,18,3,2,2,13,3,3,2,,4,1,1,3,2
34,2,62,4,2,1,2,6,3,2,,3,2,2,4,2
26,1,48,4,2,2,1,4,4,2,,3,2,1,3,1
12,1,60,5,2,2,1,5,2,2,,3,1,1,2,1
51,2,44,8,2,1,1,8,3,1,,3,2,2,3,3
47,2,49,3,2,1,11,4,2,1,,2,2,2,4,3
6,1,29,6,9,5,3,6,1,2,,3,1,1,3,1
12,1,44,6,2,1,13,6,1,2,,2,1,9,4,3
1,2,31,8,2,2,1,7,4,2,,3,1,1,4,1
48,1,46,4,2,4,12,2,2,3,9,2,2,2,4,1
13,1,47,6,2,1,1,8,1,3,1,2,2,2,3,3
26,2,20,3,2,1,2,5,2,2,,4,2,1,4,1
42,2,50,6,2,1,2,8,4,1,,3,2,2,3,3
48,1,21,3,2,2,12,4,1,2,,3,2,1,4,3
12,2,34,6,2,1,13,4,2,2,,3,1,1,3,3
17,2,42,3,2,2,5,1,4,3,1,1,1,1,1,3
26,1,77,8,2,1,1,8,2,1,,1,2,2,4,1
55,1,33,4,2,1,3,5,2,1,,3,2,2,2,3
24,2,20,2,1,1,13,1,5,4,9,9,1,9,3,1
17,1,67,1,2,1,1,2,1,1,,2,2,2,4,1
36,1,53,8,2,1,1,7,4,3,2,4,2,1,4,3
26,2,65,2,2,2,1,3,4,1,,1,2,2,4,3
31,2,34,8,2,1,1,8,5,3,2,3,2,1,3,3
36,1,50,3,2,1,2,7,4,2,,4,2,1,3,9
42,2,21,6,1,5,1,3,2,2,,3,2,9,4,3
47,2,71,4,2,1,1,2,1,1,,3,2,2,4,3
34,2,32,8,2,3,8,7,3,2,,4,1,1,3,1
36,2,59,3,2,1,2,10,4,3,9,2,2,9,4,1
54,1,59,1,2,1,1,2,2,3,1,4,2,2,4,2
48,1,27,3,2,1,12,4,3,3,1,2,2,2,4,3
39,2,41,6,2,2,1,5,2,2,,3,2,1,3,1
12,2,99,8,2,1,2,8,2,2,,4,1,1,3,3
34,2,23,4,2,1,10,3,5,2,,5,2,1,3,1
42,1,38,5,2,2,1,8,4,2,,2,2,1,3,1
9,2,34,6,2,4,12,5,4,2,,3,9,1,4,1
49,2,53,3,2,1,3,6,6,1,,3,2,2,3,3
34,1,32,6,2,3,13,7,4,2,,3,1,1,4,1
8,2,54,4,2,9,12,6,2,3,1,3,2,2,3,9
37,2,21,3,2,2,1,1,1,3,2,1,2,1,3,3
51,1,56,8,2,9,2,7,4,3,1,3,2,2,4,2
48,2,35,8,2,3,6,8,4,2,,4,2,1,4,3
45,1,62,6,2,1,1,8,3,3,1,3,2,2,4,2
39,2,44,8,2,1,1,7,6,1,,2,1,2,3,1
8,1,45,3,2,1,12,6,4,3,1,4,2,2,4,3
24,2,26,3,2,2,1,2,2,2,,2,1,1,3,1
25,1,19,3,2,1,2,10,5,1,,4,2,2,4,3
39,2,57,4,2,2,13,2,1,2,,9,2,9,4,1
42,2,70,3,2,2,1,1,1,2,,3,2,1,4,1
51,1,51,3,2,1,1,9,1,1,,4,2,2,4,3
12,2,59,4,2,2,1,4,1,2,,3,2,1,4,1
51,1,35,8,9,5,9,5,3,3,9,9,2,2,4,2
12,1,43,5,2,2,3,2,2,2,,3,2,1,3,1
36,1,57,6,2,2,1,6,3,2,,3,2,1,4,1
47,1,67,3,2,1,1,7,2,3,9,3,2,2,3,3
24,1,29,5,2,2,2,4,5,3,1,3,2,1,4,1
36,2,66,4,2,2,1,6,2,2,,3,1,1,3,1
36,2,27,4,2,2,12,3,4,9,9,2,9,1,3,9
26,2,67,3,2,1,1,4,2,1,,2,2,2,3,1
13,1,52,3,2,2,1,7,2,2,,3,2,1,4,3
37,2,54,3,2,1,1,7,2,1,,1,2,2,4,3
24,1,33,5,1,4,1,1,3,1,,2,2,2,3,9
4,1,28,8,2,1,3,7,2,3,1,1,2,2,4,3
24,1,26,3,2,1,12,1,2,1,,2,2,2,4,3
12,1,28,3,1,1,2,2,3,2,,3,1,1,3,1
18,2,41,3,2,1,12,2,2,3,2,5,2,9,4,3
25,1,61,8,2,1,2,8,2,3,1,2,2,2,4,3
42,2,76,2,2,1,1,2,1,2,,2,2,1,4,3
11,2,53,2,2,2,13,3,5,3,9,5,2,9,2,1
36,1,42,6,2,1,12,7,5,1,,2,2,2,3,3
6,2,23,4,2,4,13,3,2,2,,3,1,1,4,1
53,2,72,3,2,1,1,3,1,1,,2,2,2,3,3
37,2,59,2,2,2,12,2,1,3,2,5,2,1,3,3
42,2,57,6,2,1,1,6,4,1,,2,2,2,4,3
34,2,21,4,2,1,2,9,6,1,,3,1,2,4,1
53,1,54,3,2,1,12,7,1,3,1,5,2,1,4,3
6,1,31,4,1,5,12,3,4,2,,3,1,1,3,3
1,1,21,3,2,2,1,10,2,2,,2,1,1,3,1
49,2,75,5,2,1,3,3,1,1,,4,2,2,4,1
6,2,34,2,2,2,13,1,4,2,,2,2,1,3,9
40,2,19,3,2,1,1,7,4,1,,2,1,1,2,2
53,1,40,6,2,1,11,4,7,3,1,3,1,1,3,3
18,2,23,3,2,1,9,2,4,3,2,3,1,1,3,1
6,1,18,3,2,1,1,8,2,3,1,3,1,2,1,3
36,2,27,3,1,4,12,1,5,2,,3,2,1,4,3
27,1,44,6,2,2,6,3,8,2,,5,1,1,3,3
9,1,49,3,1,1,2,7,1,1,,2,2,2,4,3
22,1,68,4,2,1,1,5,2,2,,2,2,2,3,3
34,2,37,3,2,2,1,2,2,2,,2,1,1,2,1
55,1,23,6,2,1,12,2,2,2,,4,1,1,3,3
12,2,45,6,2,2,1,7,5,2,,5,1,1,2,1
12,2,81,3,2,1,9,1,1,2,,4,9,1,3,1
39,1,18,3,2,1,2,4,3,2,,3,1,1,3,3
37,2,61,4,2,2,1,7,2,2,,4,2,1,4,3
24,1,35,8,2,2,1,5,5,3,2,3,1,2,3,3
42,1,52,5,2,1,10,3,1,2,,2,1,1,3,3
36,1,22,7,2,1,11,8,2,3,1,3,1,1,3,2
33,1,40,3,2,2,1,2,3,2,,3,2,2,3,1
39,1,40,8,2,1,1,9,5,5,1,2,1,2,3,1
37,1,52,6,1,5,2,3,3,3,2,2,9,1,2,1
12,1,51,5,2,1,2,8,5,1,,2,2,2,4,9
12,2,18,3,2,2,13,6,7,2,,3,1,1,3,3
42,2,31,8,2,2,6,7,2,3,2,5,2,1,4,3
6,1,21,4,2,3,12,5,4,2,,3,2,1,3,1
36,1,69,8,2,1,5,6,2,2,,4,2,1,3,3
36,2,51,6,2,1,1,7,5,3,2,4,2,1,3,1
17,1,25,4,1,5,2,6,2,3,1,3,1,1,3,1
6,2,51,7,2,1,11,2,3,3,2,4,2,1,3,1
49,1,29,4,2,1,3,6,2,3,1,2,2,2,4,3
48,2,88,3,2,1,1,1,1,1,,2,2,2,4,3
38,1,30,4,2,4,2,4,4,4,1,3,2,2,3,1
53,2,60,6,2,1,2,7,2,2,,3,2,1,2,3
13,2,24,3,2,2,12,5,3,2,,2,1,1,4,3
5,1,35,1,1,5,2,2,5,3,1,9,2,2,3,1
18,2,61,3,2,1,1,3,3,2,,3,2,9,4,1
13,2,27,4,2,1,13,3,4,1,,4,1,1,2,1
6,1,31,5,1,1,13,6,2,1,,3,1,1,4,3
6,1,35,3,1,5,13,1,3,3,1,2,2,2,3,1
6,1,42,6,1,1,2,2,4,2,,3,1,1,2,3
31,2,29,4,2,1,1,4,4,1,,2,2,2,4,3
6,1,42,1,1,1,2,2,1,3,2,3,2,2,1,1
36,1,45,7,2,1,1,7,4,1,,2,2,2,4,3
39,1,59,3,2,1,1,3,4,1,,3,2,2,4,1
51,1,78,3,1,5,2,1,2,3,2,3,9,9,3,3
36,1,77,4,2,2,1,2,1,2,,2,1,1,4,1
27,1,78,5,2,1,1,5,2,2,,4,2,1,3,1
26,1,67,3,2,2,13,1,6,2,,2,2,1,3,3
48,1,60,4,2,1,1,6,4,1,,1,2,2,4,1
47,1,29,6,2,1,1,6,2,1,,1,2,2,2,3
51,1,47,6,2,1,2,9,3,1,,1,2,2,4,2
36,2,44,4,2,1,2,1,1,3,2,2,2,2,3,3
17,2,58,3,2,1,1,6,2,3,9,3,2,2,4,3
42,1,28,6,2,1,1,3,1,2,,5,2,1,4,1
40,2,38,2,2,2,12,1,3,3,9,9,2,1,2,3
36,1,46,8,2,1,11,4,3,3,2,4,2,1,4,2
48,2,53,6,2,1,2,8,2,1,,2,2,2,4,1
13,2,48,2,2,2,1,3,3,2,,3,9,1,3,1
37,1,48,3,2,1,2,6,3,1,,2,2,2,4,9
11,2,28,6,2,1,12,8,2,3,1,3,2,2,3,3
36,1,55,3,2,1,1,3,3,3,1,4,2,2,4,3
37,1,74,6,2,1,1,5,1,2,,2,2,2,4,3
25,1,68,8,2,1,1,8,3,3,1,3,9,1,3,3
2,1,19,3,1,5,12,7,3,3,1,2,1,2,3,3
6,2,74,4,2,1,13,6,3,1,,1,2,2,4,2
42,2,44,3,2,2,1,10,1,2,,9,2,1,4,2
27,1,84,8,2,1,1,6,2,3,1,2,2,2,3,1
13,1,33,3,2,2,12,2,3,3,2,1,2,1,4,2
48,1,48,6,2,1,1,5,9,1,,1,2,2,4,2
31,2,44,6,2,1,2,8,6,1,,2,2,2,3,3
5,1,67,6,2,1,2,10,1,1,,1,2,2,4,9
4,1,37,8,2,1,1,6,4,1,,2,2,2,3,2
4,2,45,3,2,2,13,1,5,3,9,9,1,1,1,1
6,1,24,4,2,1,3,5,2,3,9,3,2,1,4,1
53,1,30,8,2,1,12,1,1,3,2,5,2,2,4,2
36,2,30,6,2,3,1,6,4,1,,2,9,2,4,3
6,1,54,8,2,1,2,8,2,1,,3,2,2,3,1
48,2,30,8,2,2,13,7,1,3,1,9,2,9,4,2
36,2,30,5,2,1,6,8,6,2,,3,1,1,3,1
6,1,20,3,1,2,2,1,3,3,1,3,1,9,4,1
13,1,35,8,2,3,1,6,1,3,2,2,2,1,3,3
51,1,76,8,2,1,9,9,3,2,,5,2,1,3,1
6,1,60,6,2,1,3,2,4,3,1,4,9,2,3,3
13,2,26,6,2,1,1,3,3,1,,2,2,2,3,1
29,1,29,5,2,1,1,7,2,3,2,4,1,1,3,3
38,1,51,6,2,1,12,7,3,3,1,3,2,1,3,3
37,2,35,6,2,1,1,2,2,2,,3,2,1,3,2
39,1,55,3,2,1,12,6,6,3,1,4,2,2,4,3
18,1,48,6,2,1,3,10,2,1,,2,2,2,4,2
13,2,52,6,2,1,2,7,5,1,,1,2,2,3,3
42,1,57,8,2,1,1,6,1,1,,2,2,2,2,3
42,2,27,6,2,1,4,7,3,2,,3,1,1,3,1
45,2,46,6,2,1,1,7,1,1,,3,2,1,3,3
33,1,31,3,2,4,11,1,2,3,2,4,2,1,4,3
39,2,23,6,2,3,8,1,3,4,9,4,2,9,3,9
1,2,71,4,2,5,1,4,1,1,,1,1,2,3,2
48,1,58,8,2,1,12,9,4,1,,2,2,2,4,3
55,2,76,7,2,1,1,7,2,1,,1,2,2,4,9
6,2,44,6,2,1,1,9,4,2,,4,2,1,3,3
53,2,99,5,9,9,99,4,4,3,9,2,2,2,4,2
37,1,59,5,2,1,1,7,2,2,,3,1,1,3,1
26,2,27,3,2,1,12,1,3,3,9,4,2,2,4,1
42,2,42,9,2,1,2,6,2,2,,3,2,1,3,3
24,1,35,6,2,1,7,2,5,3,2,4,1,1,2,1
45,1,52,6,9,1,13,7,3,1,,1,2,2,4,9
42,1,20,4,2,1,2,10,4,1,,2,2,2,3,3
34,1,23,6,2,3,6,6,2,2,,3,1,2,4,3
34,2,58,5,2,1,2,4,1,2,,3,2,2,4,3
51,1,29,5,2,1,2,2,4,5,2,3,2,1,3,3
6,1,55,3,2,1,1,6,4,3,1,3,2,2,3,1
6,2,19,3,2,1,12,3,2,2,,3,1,1,3,3
54,1,19,3,2,3,8,9,4,3,2,4,2,1,2,1
11,1,23,6,2,3,8,6,3,2,,4,1,1,2,1
36,2,29,8,2,1,9,5,2,2,,5,1,1,3,1
39,1,26,4,2,1,12,4,5,3,1,2,2,2,4,3
13,1,21,4,2,1,10,8,4,3,9,3,2,1,3,1
36,2,25,4,2,1,12,4,2,3,9,9,2,2,4,3
18,2,21,6,2,1,12,6,5,1,,3,1,1,3,3
51,1,21,4,2,3,9,8,7,2,,4,1,9,4,3
39,1,19,4,2,1,13,6,3,3,2,1,2,2,4,3
23,1,24,5,2,1,12,1,3,3,9,2,2,1,4,2
51,1,24,6,2,4,5,6,4,2,,3,1,1,3,1
12,1,21,4,1,5,12,10,2,3,9,1,2,9,3,3
13,2,29,4,2,2,12,2,3,3,2,2,2,1,4,1
42,1,20,3,2,1,10,2,2,3,2,2,2,1,3,1
42,1,29,6,2,9,9,8,2,3,2,3,2,2,2,2
12,1,24,8,2,1,13,3,2,1,,2,2,2,3,3
24,2,23,8,2,1,2,9,1,1,,2,2,2,4,3
36,1,28,6,2,4,9,9,2,2,,2,9,1,3,3
37,1,42,6,2,2,1,9,3,2,,3,1,1,2,1
13,2,38,3,2,1,12,2,2,2,,5,1,1,4,1
39,1,66,4,2,1,1,4,1,2,,2,2,1,4,1
21,1,60,6,2,1,3,6,2,1,,1,2,2,4,2
25,1,45,5,2,3,10,3,1,3,1,2,1,2,4,1
51,2,20,3,2,1,1,6,6,1,,3,2,1,3,3
12,2,64,5,2,1,1,3,2,3,1,2,2,2,4,3
12,2,36,5,2,1,1,3,2,3,2,5,1,1,4,2
42,2,45,6,2,1,2,7,5,2,,2,9,1,4,1
45,1,58,2,2,2,99,3,2,2,,3,1,1,3,3
45,1,50,3,2,1,10,6,3,2,,2,2,1,3,3
42,1,32,5,2,1,9,7,2,2,,3,2,1,3,3
48,1,29,5,2,2,1,1,1,2,,2,1,1,3,1
48,2,24,6,2,1,9,6,2,2,,4,2,1,4,1
27,1,24,6,2,1,1,5,1,3,2,3,2,1,3,1
19,1,21,3,2,1,1,1,6,3,2,5,2,2,4,3
17,2,36,3,2,2,1,4,4,2,,2,1,1,3,1
17,1,73,3,2,1,1,5,2,1,,2,2,2,4,2
17,1,59,3,2,1,1,6,2,1,,2,2,2,3,3
1,1,45,4,2,5,1,10,1,1,,2,2,2,3,9
40,1,19,4,2,2,1,7,7,2,,3,2,9,4,3
38,1,19,3,2,1,9,7,3,3,2,4,1,1,3,3
48,2,19,4,1,5,2,5,5,2,,4,1,1,4,3
48,1,42,8,1,5,2,7,4,3,2,4,1,1,3,3
48,1,19,3,1,5,13,4,3,2,,2,2,1,4,3
1,2,70,3,2,1,1,1,1,2,,2,2,1,2,1
1,2,25,5,2,1,12,4,3,1,,3,2,2,4,3
19,1,27,4,2,1,1,7,1,1,,1,2,2,4,2
27,1,59,4,2,1,99,9,4,3,9,3,2,2,3,1
17,1,22,6,2,1,12,4,2,3,2,5,1,1,3,1
55,1,26,5,1,2,1,2,2,2,,3,2,1,4,1
8,2,48,8,2,1,11,7,1,3,2,5,2,1,4,3
35,1,28,4,2,1,12,4,2,3,2,3,2,1,3,1
35,1,27,6,2,1,3,3,5,3,1,1,2,2,4,2
49,2,27,5,2,1,3,5,2,3,1,2,1,2,2,1
56,2,20,4,2,1,13,1,1,1,,2,1,2,3,1
49,2,26,8,2,5,3,2,2,1,,3,2,2,2,1
46,2,19,3,2,5,12,7,4,2,,3,2,1,3,3
30,2,54,5,2,1,12,5,2,2,,4,2,1,3,1
48,1,69,4,2,1,1,4,2,1,,1,2,2,3,3
32,1,45,2,1,1,2,2,7,3,1,2,1,1,3,1
6,1,21,5,1,5,7,5,4,3,1,3,2,2,3,3
4,1,54,3,1,5,2,1,3,3,2,2,2,1,4,3
36,2,30,5,2,1,2,5,4,3,1,3,1,2,4,2
39,1,40,5,2,1,1,7,5,3,1,2,2,2,4,1
20,1,52,3,2,1,13,2,1,2,,3,1,1,3,3
41,1,22,5,2,3,12,1,5,2,,5,1,1,3,3
54,2,26,6,2,1,1,7,5,3,1,3,2,2,4,2
6,2,29,4,2,1,1,5,3,1,,1,2,2,3,3
4,1,51,5,2,4,2,5,2,3,1,2,2,2,4,9
42,1,42,8,2,1,1,8,4,3,1,3,1,1,3,3
20,2,65,6,2,1,2,6,2,2,,3,2,1,3,3
53,2,47,3,2,4,13,2,2,4,9,2,2,1,3,3
38,1,26,6,2,1,1,4,2,2,,4,1,1,3,1
19,1,40,3,2,1,1,3,3,1,,3,2,2,4,3
18,1,51,3,2,1,13,10,1,4,9,1,2,2,3,2
6,2,23,5,2,1,1,3,5,1,,2,2,2,2,1
6,2,22,5,2,4,1,1,3,2,,3,1,1,3,3
4,1,69,4,2,1,12,6,1,3,1,2,2,2,4,3
12,1,43,3,2,1,1,6,3,1,,1,2,2,4,3
13,1,25,6,2,1,1,5,2,3,2,3,1,1,3,1
6,2,24,6,2,3,12,3,3,2,,4,2,1,4,3
17,1,74,5,2,1,2,6,2,3,2,4,1,1,3,1
37,1,59,1,1,5,2,1,5,2,,2,1,1,4,1
1,2,25,3,1,5,2,3,5,2,,2,1,1,3,1
53,1,23,4,2,2,13,5,4,2,,4,2,1,4,3
46,2,51,6,2,1,1,10,2,1,,2,2,2,4,9
6,1,22,6,2,3,12,3,4,2,,4,2,1,4,1
6,1,49,2,2,3,7,3,3,1,,2,1,1,3,3
51,2,44,5,2,1,12,4,3,2,,2,2,2,4,2
30,1,23,5,2,1,1,10,3,1,,2,2,2,4,2
48,1,46,8,2,1,2,9,4,1,,2,2,2,3,1
37,1,40,4,2,2,13,4,3,2,,3,1,1,3,1
46,1,55,8,2,1,1,10,1,9,1,1,1,2,3,1
32,2,64,6,2,1,13,7,2,1,,1,2,2,4,3
1,2,51,5,2,2,1,7,8,2,,2,2,1,3,3
1,2,59,5,2,2,1,3,3,2,,3,1,1,2,1
6,2,50,4,1,5,13,5,6,3,2,3,2,1,4,3
55,2,25,8,2,1,1,4,2,1,,1,1,2,4,1
35,2,27,8,1,1,13,4,3,2,,5,2,1,3,3
53,2,31,6,2,1,1,3,6,3,1,2,2,9,4,2
49,2,22,5,2,1,3,10,5,1,,3,2,2,4,3
6,1,28,6,1,5,1,6,4,1,,5,2,2,4,3
6,1,29,6,2,3,10,4,3,3,2,3,2,2,4,1
39,1,56,2,2,2,1,10,2,2,,4,1,1,3,3
50,1,18,3,2,4,1,5,3,1,,2,1,9,3,1
54,1,45,4,2,1,12,8,5,3,1,2,2,2,4,3
13,1,19,3,2,1,1,4,3,2,,3,1,1,3,1
36,1,59,6,2,1,2,8,2,1,,2,2,2,4,3
42,2,58,6,2,1,1,6,2,1,,1,2,2,3,3
9,2,45,4,2,1,2,2,3,3,1,2,2,2,4,3
42,2,41,8,2,1,1,8,2,2,,4,1,1,3,1
34,1,21,3,2,3,1,9,5,3,9,3,2,2,3,1
12,1,18,3,2,1,13,7,2,1,,5,2,1,4,1
36,2,32,6,2,2,1,3,1,2,,5,1,1,2,3
50,1,71,5,2,1,1,7,2,3,1,2,2,2,3,3
36,1,50,5,2,1,12,10,3,2,,1,9,1,4,1
13,2,23,4,2,2,12,2,1,3,2,9,2,1,4,2
12,1,55,7,2,1,1,9,1,1,,1,2,2,3,2
45,1,51,3,2,1,1,6,2,3,1,2,2,2,4,1
12,2,24,6,1,4,13,3,3,2,,3,2,1,4,3
13,2,27,6,2,2,1,1,1,3,2,3,1,1,3,3
54,2,25,5,2,1,1,2,3,2,,2,2,1,3,3
26,2,60,1,2,1,1,2,3,3,2,3,2,1,3,3
17,1,23,5,2,1,2,6,5,3,1,3,2,1,3,1
36,1,42,3,2,2,2,7,1,2,,3,2,1,3,3
25,2,20,3,2,1,2,2,2,3,9,3,1,1,3,1
40,1,55,3,2,4,1,2,1,4,9,9,2,2,4,3
48,1,23,3,2,3,9,6,4,3,2,4,2,2,4,3
36,1,23,6,2,1,2,8,1,1,,2,2,2,4,3
19,1,78,3,2,1,1,4,2,3,1,2,2,2,4,1
51,1,39,3,2,2,1,1,3,2,,3,1,1,3,1
42,1,39,4,2,2,12,5,4,2,,4,1,1,3,3
45,1,23,4,2,1,10,1,2,2,,4,9,1,4,1
55,2,57,3,2,2,11,7,4,2,,2,2,1,3,9
37,1,52,6,2,1,1,5,3,3,1,1,2,2,4,2
48,1,40,8,1,5,1,7,3,3,1,3,2,2,3,3
5,2,26,3,2,2,1,1,4,3,2,3,1,1,3,1
37,2,65,6,2,1,12,8,1,2,,5,1,1,3,1
18,2,18,3,2,1,12,4,2,3,2,3,1,1,3,3
48,2,66,4,2,1,1,10,2,1,,2,2,2,4,3
9,1,67,6,2,1,2,4,1,1,,2,2,2,4,9
